DailyDepartureFromNormalAverageTemperature
9.01290322580645
6.007142857142857
2.638709677419355
4.73
-0.6322580645161291
-1.4366666666666668
1.5129032258064516
-0.1935483870967742
1.2766666666666666
2.5677419354838706
-0.9466666666666667
5.1033333333333335
